;user_id;actual;als_5;own_5;sim_user_5;sim_item_5
450;637;[ 1106523   926905  1004906   999999  1013928  1136241 16729415];[1106523, 1044078, 8090521, 8090537, 1029743];[1114811, 883186, 1134006, 926905, 1078543];[841365, 852015, 1118623, 923169, 10198378];[1016800, 939681, 1137346, 1122568, 7442008]
451;638;"[  874753   940947  1006184  1059347  1065380  1075175  9881592   999999
   878996   913052  1053530  1075032  5591170  7166863  7443069 12384629
   933835   971922  1009977  9521787   844179   865456   872137   890620
   960732   973890  1029743  1120928  1124352  8160430   862335  1030981
  1068561  1115175]";[1054567, 916122, 917438, 7168057, 9835509];[1059347, 1053530, 1057168, 7166863, 849066];[1029272, 1026258, 925350, 12731544, 879504];[1074754, 1034956, 878636, 12132648, 12301109]
452;640;[  999999 12987861];[1128240, 831628, 7167687, 9926758, 1088414];[5996054, 1088414, 1118623, 1108168, 1101932];[1088771, 5565802, 1031419, 1076187, 999189];[1044078, 871680, 1029688, 9884698, 871680]
453;641;"[  831628   832001   837208   923789   948650   999999  1010676  1034462
  1051211  1054747  1104349  1130517  1131830  6034857  7168456 12263463
   819978   847066   882489   908318  1034956  1105301 12132633 12301109
 13006900 13513000   958601  1135476  1083548 12262830   914561   993638
   916122  1101202   832675   918676  1009368   932109 13213240   999858
  1108963 16766191   920191   938118  1111722  1137775 15596516]";[916122, 1137775, 1094924, 1011926, 1003616];[1104349, 1027216, 5572803, 1131830, 1076666];[6534201, 962967, 1036486, 1029465, 1029549];[901062, 1006878, 942778, 1017127, 948495]
454;643;"[  829323   865456   899624   925862   999999  1029743  6463826 10150194
 13512678 15596872]";[6463775, 6463710, 6463724, 7441419, 6463729];[937736, 1088683, 1125943, 1021139, 6424472];[896757, 1114811, 7025196, 977927, 1048237];[5569845, 6424471, 1074754, 896862, 6463724]
455;644;[ 951197  999999 1121808 1136375];[1021519, 854852, 938118, 1019637, 1104343];[1019637, 1014732, 1098435, 1023160, 999189];[1114653, 1092588, 837495, 9338009, 5567582];[1114653, 1048833, 1011457, 1124695, 1028944]
456;647;"[  835819   877017   883601   906625   913678   914240   940766   999999
  1006184  1083446  6961763  8019808  8069118  8353108  9245106  9296821
 15596896 15717115 15926887   819978   933835  1029743  1043751  1043920
  1110721  9859133 13189726 17249416   824022   844179   881101   889509
   913038   935393  1050534  1076769  9527184   863030   945998  8090513
  8090536]";[5569230, 5569845, 933835, 1029743, 8090521];[894360, 1043920, 969039, 5567582, 1091090];[1098892, 936830, 1115069, 941515, 5566800];[983267, 1074754, 1101010, 8090521, 1040807]
457;648;"[  829645   999999  1019643  9546982 12384564 17105007   839419   879677
   916580   921800  1022254  1092303  1094993  1130877]";[1011926, 1119405, 1125497, 1080853, 835351];[835351, 1125497, 901253, 1079941, 1112592];[962967, 1000542, 1016785, 5707857, 117847];[989683, 1079941, 854405, 979707, 10356076]
458;650;[999999];[1106523, 847207, 851819, 5585510, 1067779];[5707857, 1029743, 1106523, 5569230, 916122];[989275, 1070304, 1117219, 6773232, 976293];[1029743, 1106523, 5569230, 916122, 844179]
459;652;"[ 999999  831587  833870  883202 1008032 1067695 1070727 1071686 1081177
 1085138 1100661 1101932 9419470  832678]";[1070727, 1101932, 820486, 831587, 887526];[820486, 1057168, 1101932, 831587, 1065061];[1031253, 1019942, 1060318, 894360, 8069118];[835530, 887526, 1134738, 1101932, 1029252]
460;653;[  839326  1035207   999999   996891 12648774];[844179, 5569230, 1043751, 899624, 916122];[977559, 1037840, 9859017, 1064752, 1019832];[1065259, 864335, 872066, 1065017, 12692328];[1137346, 5569845, 12301109, 952163, 979707]
461;654;"[  878837   822259   832678   899459  1024998  1034176 10143885 12599756
 15574281]";[1120928, 1108094, 6551861, 1034176, 878715];[864893, 1086061, 1115069, 9836752, 1028012];[957080, 953539, 1033857, 8090542, 1044259];[1098284, 9268695, 969725, 884103, 1114483]
462;655;[  987734   999999 12946027];[972143, 956486, 969866, 963727, 871756];[1029465, 901976, 1094744, 1048373, 926006];[962266, 8090556, 13007846, 879699, 1019637];[825994, 12301100, 1074754, 985999, 1050534]
463;658;[1044078];[986912, 863447, 1131344, 1000753, 1044078];[1056212, 1021416, 895930, 1126045, 869047];[998519, 1100379, 856818, 8020166, 1096573];[956486, 922561, 12301100, 1074754, 999999]
464;659;[999999];[5569230, 1119454, 1093490, 1079023, 10456152];[1102003, 5574108, 5565784, 938596, 1084310];[1139782, 1121808, 7160764, 1028891, 936830];[12185235, 8090509, 12811532, 1139782, 12301109]
465;660;"[  999999  1116020   872137   906026   916122   960613   966778  1016782
 10456568   893221 10150194 12988031 15596705 15775023   832678   862010
  7167084]";[7025203, 1116005, 969836, 1125199, 968687];[886996, 1048445, 8019748, 5567582, 8015407];[929388, 1057168, 1125497, 1018339, 1117219];[1138443, 942778, 5591520, 862010, 978332]
466;661;"[  855288   916122   999999  1014948   904359  1004596  5569230 13158064
 10457103 12731432   915459   962991  1023196  7167970 12262778]";[8090521, 8090509, 986727, 1137346, 5569230];[1055403, 1138292, 1096573, 851188, 893362];[1102003, 1065259, 939860, 1084796, 958023];[1103476, 904359, 1004596, 997415, 1055403]
467;662;[  901916  1070272  1115098   999999  8293447 12695508  1038214];[8090521, 898867, 1137346, 5569327, 1086740];[862535, 1115098, 8019681, 999090, 1137010];[1102003, 927277, 8293426, 5707857, 1124971];[863030, 1036347, 1029743, 1074754, 1013167]
468;663;"[ 5564713 13512659   837908   899624   959830   978077  1080153  1091483
  6554400   999999 15452592   823704  1042907  1135476  5565925  5585510
  8090509 12810393  8013544]";[975649, 1057113, 851819, 1106523, 1132956];[1036486, 837908, 8181555, 9297055, 1057113];[1056212, 1079878, 1036486, 925350, 1116253];[8090537, 12385282, 1024051, 10204556, 6552862]
469;665;[999999];[931124, 922561, 910673, 1025611, 935460];[931124, 935460, 1088771, 875089, 1059153];[1044259, 6391137, 835351, 901976, 1095964];[935460, 931124, 1057843, 846823, 1122358]
470;666;[12302069   854852 16729415   844179   825749  1001827  7410304];[950206, 1013578, 1106523, 836445, 972143];[972235, 12523928, 1001827, 822161, 1053329];[930335, 1036093, 920025, 847803, 836085];[12301109, 1101980, 934399, 1044078, 972235]
471;667;"[  999999   918684   981370  1022254  1029743  1034955   862335   908064
  1016800  1044078  1075214  6534330  9526354 15483424   823704   910673
  1121656  1123842 16100266   938622  1134210]";[1127758, 910673, 1022254, 6463729, 1025611];[945909, 1101932, 1026550, 852360, 12946027];[902640, 13039088, 9831557, 6391080, 5590965];[917816, 6463724, 16100266, 1128240, 1025611]
472;668;[1042942];[8177622, 915064, 8090546, 995311, 916993];[902377, 1037332, 8015407, 8090508, 936470];[9392700, 870559, 1058243, 5567582, 856818];[1011457, 957938, 1000237, 863447, 16100266]
473;669;"[  999999  1062128 18004970   957080  1124201  1126899  5568320  5568729
  5570048  8090545  9396705 12171765   866211   951412   971922   991874
  1018740  1060912  1135476   985999  1019643 15831370  1026055  8293486
  1109605  9368337]";[1127831, 1062128, 1005274, 8290421, 878996];[1076580, 940770, 947412, 857540, 1015067];[5569135, 1134296, 6534201, 1118946, 117847];[942778, 929341, 848319, 7024990, 885863]
474;670;"[  831161   848319   867138   868683   877611   909268   999999  1003031
  1029743  1068719  1091520  5591083  8090509  8090521  8090536  9420181
 12130733 12187392 12263857 12385477   891505   948381   957951  1065538
   885863  1043187  1087268   882247 12987976]";[857503, 920109, 1138443, 5577022, 1091901];[899115, 975215, 1063876, 1018339, 867138];[1092588, 6443350, 908843, 955921, 1053022];[1009719, 1074754, 13073050, 971922, 1127831]
475;671;[  899565  1029743  8273833  8293447   862866   866211 15737472];[1092885, 893018, 963971, 902172, 12301839];[847434, 949151, 904105, 977559, 843259];[1065017, 5568661, 7410321, 1102250, 939789];[1056847, 1074754, 8276172, 853037, 7139529]
476;672;"[  830245   871061   891516   999999   972931   983584  1048299  1074333
 12170978   844179  1061688  1070272  1107039  6533362  8090532 12949590
   884344   904092  1104695  1124077  6552565  6534030  8090546]";[12810391, 8090546, 899624, 9935616, 857503];[6961848, 12949590, 894360, 8090546, 860703];[820486, 823031, 8358933, 839605, 841584];[12301100, 945199, 8090521, 1029743, 5568249]
477;673;"[  834572   999999 12985761 13189981   859259   935393  1074754  1106523
  6423911 15741870]";[988697, 1025611, 910673, 836445, 1127758];[13007846, 1080784, 1136755, 916143, 981628];[1097398, 1021416, 854133, 1095964, 9677922];[824759, 1044078, 1098815, 9333437, 972143]
478;674;"[ 1096261  6602697 16733267   866043   931255   948832   950206   954651
   999999  1029743  1043971  1127179  1135476  8273833  9837404 15778316
 15926507]";[910673, 972143, 836445, 1025611, 837751];[936914, 911614, 1116385, 948640, 977927];[10143784, 1019637, 1121694, 859987, 856818];[1074754, 948832, 12757425, 999104, 969866]
479;675;"[  985055  1044078  9245108   871188   999999  1121384 15452299   822161
   845208   845462   910673   919423   920145   946484   961792  1048352
  1063577  1068719  1106523  1139142]";[956486, 965766, 948832, 856827, 972143];[822161, 985055, 940023, 1119667, 1139142];[977927, 7160764, 820341, 865233, 1082990];[1025611, 6904666, 909811, 9836106, 956274]
480;676;"[  820321   917033  1095227   999999   862335   872342  1038663  1103147
  1116020  1137010 12810393   980864  1000753  1070702  1106523  1015280
  5592931 12132685 13213057   994685  1042907  5569172   907631   970747
  1016800  1068504   826882   836445  1122844  1123022  9831469   869728
   972665  6464086   903609  1051323]";[5569230, 1044078, 8090521, 8090537, 844179];[1095227, 9677200, 5569135, 917033, 958067];[825317, 953609, 5586727, 972969, 1069506];[1086119, 1044078, 1099164, 6904459, 850102]
481;680;[6424460];[832442, 999858, 944534, 844179, 988736];[993838, 832442, 9796628, 1121053, 888178];[1015280, 866548, 1096728, 9392953, 857538];[940726, 12301109, 940023, 841220, 841220]
482;681;"[  850102   872066   890695  1086384  1102003  1109188   999999  8019916
 12384775 13115407  1029743  1126899]";[8019916, 9677447, 967461, 1084342, 1100379];[8019916, 9677447, 872066, 1102003, 1134483];[6391080, 1131625, 7024847, 1097909, 1114653];[8090537, 9677447, 1035676, 8019916, 1029685]
483;684;[ 880284 9835947];[936753, 9297310, 1094190, 936741, 975649];[8090612, 939789, 847434, 868645, 1128395];[1088771, 906026, 7410320, 929388, 835578];[1044078, 946839, 7025203, 1125278, 967461]
484;685;"[  999999  1015539  1097398  5586275  6633273  9837076 12810393   989307
  5577022  6533608 13513210  1047525  1098910  1125530  5574409   883665
   894406   989830  1031087  1053530  6534077   844179   913226  1051323]";[9270796, 1129049, 934639, 13115971, 878222];[1097398, 1015539, 13115971, 1013578, 1129049];[1091901, 820486, 1134633, 8293439, 1112242];[1015539, 1097398, 9419563, 972219, 12263692]
485;687;[  962816  5569230 13841744   916122  8090545];[844179, 1051211, 1004906, 1044078, 1106523];[937110, 914753, 990453, 872679, 7168026];[970160, 985605, 13512837, 8357825, 5707857];[8090537, 5569845, 985999, 878285, 1074754]
486;690;"[ 1101010  1108094   861494   911693  1037840   922561   933835  8090993
 12810464   844179   896613  1038745 10149640   850925   874972   848029
   999999 15973135]";[922561, 1025535, 899624, 895930, 1000753];[1088771, 922561, 1057168, 1031316, 861494];[1124732, 10285454, 850676, 958067, 984957];[1057843, 1137346, 895930, 12301109, 1029252]
487;691;"[  999999   995965  9296821 13008326   923670  1013626  1016314   946839
  9677656   825659   834117   864425   881568   887393   948832   951197
   960613  1010051  1029743  1089986  1097761  1123321  5995985  9672070
  9884698 12456867 17179000]";[919535, 839656, 861899, 9707010, 945244];[906844, 919535, 843418, 6552318, 923169];[1091858, 970160, 916578, 908314, 1105411];[919535, 906844, 884945, 1011457, 1046827]
488;692;"[  878996   972416   999999 15483038 17381676   839766   901776  1019643
  1043301  1135834 12810414   992529 12810464]";[1098284, 866548, 6391134, 972416, 961979];[972416, 1092669, 1004436, 1135983, 1098284];[9392953, 1075765, 977927, 870559, 874563];[1098284, 1065538, 1062685, 922753, 1125530]
489;693;"[  999999   948670   832001   991223  1029743  1044188  1128240  6633342
  9187298 12263172 12301073 12301109 15686459   849297   865528   987044
  1008324  1016782  1050534  5564526  5567037  6443332  9803810 13841744]";[8090513, 916122, 844179, 8090560, 6534030];[1104349, 894360, 1044188, 901067, 1076187];[1057168, 821741, 5567582, 1131634, 908314];[982469, 1074754, 1132789, 983267, 1006878]
490;694;[ 819978  999999 1101010 8090537 9487613  955687 7025046  993638];[1013928, 1106523, 863762, 1116635, 890423];[890423, 879734, 1138423, 1037840, 9526448];[1057168, 889692, 5571261, 1019637, 1103476];[1137346, 1074754, 951092, 869024, 1115069]
491;695;"[ 1136719   866211 12132684   995965  1029743  1096635  1110039   999999
   938768   946839  8249063   954495   839656   867272   880050   903350
  1002771  1060872  5981267  6514160  6633224  8149474  9837076   829645
   879791   893018   824931   829138   830677   888054   950463   965208
   999270  1043730  1115098  1123022  1136524  5591170  5592094  8068632
 10281773 13039088]";[13876901, 833940, 1029743, 963339, 949784];[835499, 13039088, 6979248, 963339, 13008459];[882146, 1104349, 1087287, 988697, 6632283];[1074754, 926763, 874837, 12386122, 5585510]
492;696;"[  830973   839419   865156   877803   878996   902172   921504   933835
   999999   995896  1014509  1035321  1046707  1062117  1131321  7466252
  9368501  9487931  9803718  9836460 13007284 14025166 15926863 15926886
  1022097 12524276   879393   912704   940731   975633   999104  1092588
  1126703  1126899  1130458 15972074   859259   901062   964835   970747
  1012801  1037417  1089025  1098485  1131488  1135552 10285005 12648296
 13382402 15740900 16829152   880427   909714  1101010  1116005  1135476
 15737472 15927012]";[5569471, 878996, 866211, 1127831, 857503];[879393, 928263, 961889, 9420181, 1018818];[1036495, 928932, 850768, 5707857, 1027208];[942778, 1127831, 1029743, 12692332, 5591520]
493;697;"[  893676   999999  1138854  9297059 10456405 12696089 16769526   834952
   857503  1053016  1068719  1069582  6463742 13909968]";[1080853, 1119405, 971983, 1125497, 6633210];[12696089, 6552790, 9392953, 1063876, 1121720];[1016785, 820011, 921438, 1088205, 10198378];[901062, 1125497, 908408, 1119405, 990656]
494;698;"[15971883   993638   844179   862682   999999   880427   999104  1054402
  1082990  1132968  1135006  5592261  7167084  8019977 13213239 13877192]";[1067779, 8273833, 1039627, 851287, 1075368];[9392700, 1056847, 837495, 1043534, 1063876];[12427353, 880664, 829349, 1116385, 8293426];[8090521, 847434, 5995830, 1044078, 859427]
495;699;"[  999999   865456   877137   899624   903524   941883   947201   949965
   960729  1027835  1043301  1064542  1098844  1128244  8020234 10285121
 12384565 13842089 15452355 15626016]";[1016800, 849066, 5569471, 1092937, 891423];[847066, 1026945, 1029125, 1027835, 10457591];[985605, 1093490, 997987, 10342382, 1069256];[996269, 1101010, 1046545, 1110057, 6552254]
496;700;"[  824169   899459  1008547  1027068  1038985  1069863  1101010  1106523
  1118244   999999  1130858  5564901  5569845  5981515  8353115  9707240
 15926844]";[1044078, 899624, 9835223, 839419, 865456];[1069863, 1138596, 6633167, 1124695, 871514];[893362, 908314, 985889, 7168057, 12692328];[819978, 917816, 1044078, 1074754, 944139]
497;701;[  835098   878996  1029743  1113111   999999  8065410 13506200];[823704, 891632, 12810391, 854852, 999858];[891632, 935578, 913026, 7169091, 1117219];[1101502, 10342382, 1096728, 845894, 866548];[1033046, 9268695, 1008074, 854852, 1014509]
498;702;"[  999999   926449  1038692  1126899  5995035  6919296   858373  8090509
  8090521  8090532  9527159  9835960  9836693   854405   865174   877210
   910964   919681   960732   976841  1060831  1077429  5592931  6551913
  6552438  8020234  8090537  9835947   879880   881249  1069312  1112238
 12731432]";[899624, 1046545, 965267, 1137284, 9836195];[985605, 919963, 8177622, 8020234, 922096];[8358933, 997987, 9653535, 993838, 928749];[1091865, 6533362, 1074754, 12301839, 9836693]
499;703;"[  884906   843111   902172   998444  1007512  1018740   999999  5569230
  5578547  5582712  6464166  6534573  6602697  9527558  9884484 12262830
 12301839 13512678 13871141   916575   921504 13133971]";[1065061, 916122, 906443, 867547, 1013389];[1121720, 916575, 9884484, 1059347, 8090546];[865026, 1055403, 902377, 1112825, 1134296];[1009187, 5569845, 9881592, 1136033, 860804]
500;705;[1070820  999999 1004945 1063907];[857006, 913249, 10251182, 13910974, 1065979];[913249, 10251182, 9526630, 1115069, 1076516];[7169088, 1053628, 837969, 932949, 908314];[1044078, 858514, 1100927, 1074754, 8020171]
501;706;"[  819978   829291   835098   858711   862335   867547   890695   901062
   908064   913210   930283   933835   948650   954355   969932   971922
   999999   983584  1012913  1018740  1051516  1068078  1087102  1109249
  1117219  1127831  1128182  7166861  9487885 12384520 15596801 15597061
 15682961   903084   917816 15831209  1093571  5578437]";[5569471, 957951, 933835, 1038684, 916122];[1117219, 7168129, 1107973, 10341855, 1133850];[892376, 866828, 929388, 9245108, 979439];[1074754, 913210, 891720, 1011457, 5569845]
502;707;"[ 1029743  8090440   913210   999999  1037965  1084949  1087851  1087955
  1105450  6513713  9268695 13907063 13911462 15717359   849018   879769
  1006184  6463727 12301109 15626023 16734005   881101   965766   985866
  1105498  1130517   879280  9521679  9832070  1044078   851903   858419
  1013167  1079977  8205620  9881592   841309   866211   945662   958350
 13511460 15507063  1042942   840322  9836106 15926507  1115098   842522
   838186   968687  1042438  1080677  1094723  1125199   844179   859129
  1121053  5568320  5569471  6533608  6979363  7409907  9677949 13213475
 13382327 15831035  9655212   908064   950200  1056778]";[998119, 866211, 1043787, 862010, 886395];[1075786, 13213475, 9859017, 957080, 1110111];[868888, 1057168, 1048445, 983665, 830202];[1074754, 824303, 1011457, 1094723, 1096626]
503;708;"[  829685   969039   999999 12949855   839818   881101  1003487  1053530
  7168774  7432219 12172043 15924983 17249096]";[1088414, 878996, 7167687, 1082185, 1096458];[7168129, 1138596, 9420354, 867138, 895478];[869388, 1134296, 1038745, 914753, 832492];[1074754, 907002, 1096458, 13653499, 952163]
504;709;"[  827667  1084949  9832070   838261   999999  1134414  5591777  6514227
   963727   999270  6632668  8090521  8090537   994995  5568606 12132312
 15686676   863762   993638  5569230  5569845 10344585 12778577 18005579]";[1044078, 844179, 8090537, 899624, 1106523];[889692, 5570590, 992622, 891505, 1080677];[1075765, 12524016, 8116306, 8358933, 1020208];[5570590, 889692, 896804, 1080677, 880888]
505;710;"[  833755   839818   861279  1016276  9803601 13841744   999999   862010
   944139  9487286  1068719  1070639 12301100   912451  1067779   940278
  1044078  9653714  1098284  1118623  1020208]";[1029743, 1037840, 1106523, 975649, 983584];[1057168, 922636, 846482, 863169, 1104205];[1068957, 835578, 1057168, 8118500, 1102003];[1044078, 12301100, 13910296, 5569845, 902172]
506;711;[ 866211 6533581];[975649, 1026946, 5572220, 12262832, 1022795];[864893, 972416, 1026946, 12427353, 7166672];[889692, 834962, 8090549, 841365, 823576];[1137346, 1120559, 1098284, 975649, 987786]
507;712;"[ 1008739  1070820  1131321  6551782   823990   904603   908318   999999
   963365   995896  1100927 12670116 15927361   904236  1006184  1018822
   901397 15972298   822049   823775   825665   872137   878285   890620
   902172   921504   965842  1006878  1110743  1118481  1135044  7168026
  8019628 13133916 13381483 15778316]";[872137, 854852, 891632, 1116376, 954525];[925863, 963365, 915493, 1033857, 1080888];[6979049, 1069863, 1101502, 992650, 7410320];[901062, 1018740, 960732, 937292, 981374]
508;713;[ 883068 1016276 1100533 5569230];[978343, 997479, 865511, 5564948, 9802981];[1052294, 1098892, 957938, 9677923, 9803545];[951176, 7168055, 871514, 5574108, 1075765];[1074754, 851569, 880888, 5569845, 1028953]
509;714;"[ 854042  899184  999999 6534030 8090521 8090537  944139  990897  893867
  937794  823704 5569374 5569471 5569845 8177622]";[1044078, 899624, 844179, 12810393, 5568378];[1096573, 8090546, 1071733, 1084796, 1093113];[918598, 959455, 1057168, 870559, 1000542];[8090521, 907631, 942778, 12301109, 12301100]
510;715;"[ 833598  999999 1029743 6464086  843206  916122 1004390 1118757 1127758
 5568197 5569845 1029313 1123842 9833277 6463451]";[895930, 1093413, 986912, 819978, 922561];[1116589, 845975, 833598, 865026, 896666];[984957, 987006, 1070723, 6979753, 1116589];[845307, 1018740, 832442, 941361, 1135834]
511;716;[16053142];[12263841, 1088414, 9420067, 871680, 1067749];[12263841, 12262832, 868888, 12757280, 13213604];[962266, 977927, 894360, 832492, 922847];[5995202, 985999, 916122, 866871, 9245106]
512;717;[999999];[1016298, 853998, 1017201, 1118946, 862035];[868645, 1016298, 894360, 1119946, 9837807];[820486, 915064, 825882, 823099, 1126711];[1079878, 1044759, 1050741, 6442531, 917772]
513;718;"[  857981  1020404  1086713  1135573   999999   844179   916122   918098
  1094308  5585510   854042 13672065  1000059 15927203   819978   821209
   920025   921504   922774   961756   989069  1012307  1041758  1075214
  1128240  1131321  7087364 12172239  1082700  9526354 13775274 15596572
   976199  6443310  7409644   909268   917384  1085778]";[1029743, 12695224, 9707240, 5981267, 839419];[856818, 8203599, 944486, 5996588, 1063594];[1118120, 8019681, 970160, 888988, 928589];[1074754, 1056509, 15924983, 12301109, 985999]
514;719;"[  999999  1106523  7166862   847207  7168026  9487534 13008327 13381458
   933272  9487325   978343  1058543  1134058  1138292 10457468 13134169]";[1018740, 819978, 1099802, 922561, 932949];[1099802, 1138292, 895930, 928749, 1026946];[841365, 9655482, 949023, 949257, 997025];[971922, 922561, 1040807, 1044078, 1016210]
515;720;"[  891999   909714   948650  1056212  1081177  1055504  1115069   999999
  1015380 13002975]";[1115069, 1056212, 879734, 1055044, 7433930];[1056212, 1115069, 879734, 1055044, 999189];[879373, 5569309, 932949, 884089, 8069350];[826690, 879734, 1105488, 1115069, 882826]
516;721;[1074754 1116297];[7168286, 1117556, 1027372, 7168890, 7168759];[908314, 7168286, 930918, 1116297, 1084342];[855202, 5707857, 1131169, 6391089, 1106894];[1097909, 941658, 942778, 9859133, 930918]
517;722;"[  999999   854852   918676   995965   899682   959821   982955  1068719
  1098844  1106523  1116741  1131133  6773093   865174 13072944   830526
   865233   866211   925854   929341   951954  1062117  5570383  6552438
 10455984  1135476  5564713  8090440 13008327   870315  5565802]";[857503, 1126899, 909268, 6602697, 878996];[868888, 5995603, 830526, 925854, 6961848];[820486, 835351, 867215, 13512837, 1097350];[925854, 979707, 1044078, 830526, 868888]
518;723;"[  825343   827079   844179  1043920  1104481   999999  9419443  9832156
 12781725]";[916487, 13007518, 1104481, 9297474, 12782182];[1043920, 1071343, 9419443, 9802981, 6632283];[1061982, 1027216, 1031316, 899115, 958067];[989830, 884597, 955587, 1105488, 973086]
519;725;"[ 845208  861279  899624  879504  916122  999999 1011429 1128016 1134414
 9526537 1046584 1131321]";[935317, 1044078, 895930, 819978, 965693];[927028, 5567582, 12352172, 879504, 999563];[13417761, 987006, 1070723, 981103, 5586727];[1044078, 904129, 12301100, 1046545, 942778]
520;726;"[  852360   916122   999999  1130858  6602199  8067128 12263339 12263370
 13906641 17179000  1042438  1139782  7409663   820296  1001277]";[901776, 8069230, 916122, 1000237, 6602697];[852600, 1065129, 830941, 942077, 1118623];[906917, 12262832, 13512837, 855454, 6443350];[893321, 1097418, 983858, 942341, 7024990]
521;727;[999999];[1104649, 910673, 836445, 972143, 1025611];[950894, 820486, 988697, 1075765, 961980];[1021416, 1075796, 999090, 929410, 891632];[1044078, 999779, 972143, 919423, 992650]
522;728;"[1122358  977798  996444 1020604 1111986 1044078 1069039  825343  870315
  871061  904997  921504  962185  976199 1072523 1106271 1131321 1132771
  999999 1139786  960732]";[5569230, 935993, 1037840, 1044078, 844179];[1106117, 1069039, 971474, 1055403, 1080677];[888104, 954778, 964462, 6534078, 835578];[1000925, 1074754, 1029252, 965530, 863762]
523;730;[ 969932 1079977 6979253];[971983, 6039740, 6391173, 1094924, 918676];[1044487, 971983, 1101744, 6039740, 1000148];[865026, 1065538, 975085, 894360, 820011];[942778, 851146, 5569157, 1006878, 1083960]
524;731;[ 849202  950202  999999 1043366 1105498 1128016];[1042942, 957951, 983584, 1133157, 6424465];[10198378, 916990, 1006922, 923314, 882826];[873324, 1006063, 1116297, 10341855, 939789];[1074754, 6424472, 1133157, 907631, 8090537]
525;733;"[  870390   881436   912364   913578   964521   999999  1063577  7443137
  5569471 13512017]";[9802981, 7443137, 1000170, 1036939, 5574377];[7443137, 1102250, 1036939, 1055403, 5566472];[951176, 1038745, 5590965, 1109615, 865233];[1000170, 1011457, 7443137, 13213202, 12524086]
526;734;[ 999999 1068292 1131529];[958594, 835300, 1072685, 6391381, 857130];[970160, 845163, 1128477, 820486, 5568758];[914245, 7167836, 924004, 956689, 984315];[1095944, 1000753, 981628, 968072, 10457590]
527;735;"[  999999   883202  1004906 10143885   887428   896958   917543  1106523
   845208 12172184  1029743]";[1043663, 1106523, 949023, 7147145, 983659];[1043663, 958067, 841365, 949023, 1084796];[1117219, 1025650, 949257, 8020166, 949345];[1044078, 983659, 7147142, 869660, 964520]
528;736;"[  904997   923723   925694   955921   967332   981103   990897  1004906
  1029743  1050851  1059902  1112205  1116741  1123971   999999  6039859
  6602729 13007994 13115813 13189991 15596656   913038   819423   834303
   896074   968391   976199  1118757  5569230  5581335  7168026  9878740
 10150194 15972433 16809467]";[916122, 879445, 864279, 918684, 1005456];[955921, 966778, 1117219, 9392953, 5581335];[917438, 837969, 993838, 906844, 894360];[1074754, 1133826, 922127, 889863, 6513604]
529;740;"[  942525  1101262  1104481  1139638   999999  5995150  9483753 14050761
 15452352  1135476   866211  1044259  1132771  6034857  7151074 17214322
   826816   842470   854754   889533   912503  8293439  9483757 10457237
 12132315 10204830   891528]";[878996, 854852, 1105488, 901062, 1023720];[1139638, 936830, 1097909, 950118, 1064002];[6979049, 923600, 1089986, 1124971, 970152];[869177, 1105488, 7168286, 1127831, 936830]
530;741;"[  854852   878996   886261   999999  1128240  1131321  8357613 13213604
 13380863 13877012   845208   955587  1017471  1022254  1080334  9655528
  9832070 12524086 12525302 12810391]";[948670, 5569374, 854852, 1004906, 871611];[997987, 13213604, 1006264, 841584, 12352330];[7152455, 959455, 1028938, 10341855, 989683];[12352330, 985999, 833598, 5574377, 13213604]
531;742;[999999];[1097661, 938165, 1097704, 845774, 937791];[938165, 1114653, 941515, 6423786, 1111986];[8118500, 10285022, 870559, 1017369, 969866];[1097704, 1044078, 1019637, 896804, 977798]
532;743;[5591777  999999  962185];[1106523, 1059902, 925862, 883819, 857130];[1121808, 12523928, 958067, 852015, 1101980];[6979518, 8090549, 1084036, 9296836, 850768];[1063739, 1044078, 961980, 1038663, 5568197]
533;744;"[  853448   999104  1026984  1131321  6034857   999999   848029  1001412
  1135476 12731467 12731622   863632   844179   878996  1123106 10282425
 12263277 13877248   874972   993638]";[854852, 6034857, 12810391, 916122, 878996];[13115981, 894360, 1097909, 970861, 9832070];[8019916, 959455, 902640, 1114811, 13039088];[1038663, 5569845, 12301109, 1105488, 995358]
534;745;"[  999999   959219  1022254  1030981  1034028  8069350   836645  1030961
  1046816  1075214 16729299   823721   906335   943286  1024998  5564906
   892531   999198  1109014]";[1013167, 8293343, 1064002, 991874, 992730];[8069350, 851188, 1089024, 1109014, 854754];[852015, 5570590, 906917, 1089568, 932949];[979707, 7168619, 1045437, 992730, 912280]
535;747;[1019247  999999];[878442, 1011861, 905087, 1021715, 899459];[1021715, 1086740, 990297, 961024, 1128395];[981165, 856818, 997987, 5586727, 5570513];[1051394, 1115971, 8090521, 5569845, 8090521]
536;748;"[ 5569230  5570199  8090521 13910669   893018  1103476  5585510   839419
   879752   918345  1128240  1138292  8090509  7025362  7025496  8249513
   829291   999999  1037417  8090537]";[1106523, 1044078, 8090537, 8090521, 1038663];[1138292, 1103476, 837495, 906202, 883186];[1057168, 949257, 1079528, 1129805, 1055403];[1044078, 1103476, 1138292, 8090521, 8090537]
537;750;[  950206   999999  1106523  8090521 12301100];[5569327, 913210, 1044078, 903602, 8090521];[8358933, 6552318, 993436, 9245108, 6513810];[886103, 1059080, 1107760, 985889, 959455];[906923, 1044078, 5568378, 907631, 838186]
